interaction_id,conversation_id,customer_context,customer_message,brand_response,brand_response_raw,resolution_type,retrieval_worthy,customer_tweet_id,brand_tweet_id,timestamp,weak_intent
int_000284,conv_2757617_2757615,Hi <USER>. Why does Spotify Lower the volume for a second when I close out of it or get a notification before going back to normal volume? I have a <USER> 3 phone. what is the fix to this? I always have my phone on silent.,Hi <USER>. Why does Spotify Lower the volume for a second when I close out of it or get a notification before going back to normal volume? I have a <USER> 3 phone. what is the fix to this? I always have my phone on silent.,<USER> Hi Faizan! Can you let us know what Android and Spotify versions you're running? We'll check this out /CE,@771729 Hi Faizan! Can you let us know what Android and Spotify versions you're running? We'll check this out /CE,clarification_request,True,2757617,2757615,Tue Nov 21 02:41:45 +0000 2017,Other / Ambiguous
int_000285,conv_142987_142985,Touch preview removal iOS App Spotify Where are lost your promises to find a solution? <URL> <USER> <USER> <URL>,Touch preview removal iOS App Spotify Where are lost your promises to find a solution? <URL> <USER> <USER> <URL>,<USER> Hi there. We have more info about this here: <URL> Give us a shout if you have any questions /NY,@148281 Hi there. We have more info about this here: https://t.co/pXBCq8GlsI. Give us a shout if you have any questions /NY,clarification_request,True,142987,142985,Fri Nov 24 08:49:53 +0000 2017,App / Device / Technical
int_000286,conv_2694102_2694101,"<USER> It’s a screenshot of the search term ‘Spotify Apple Watch’ trending number 1 in the Watch App Store, yet still no app. Pathetic.","<USER> It’s a screenshot of the search term ‘Spotify Apple Watch’ trending number 1 in the Watch App Store, yet still no app. Pathetic.",<USER> Got it! Check out the official idea and add your vote to let our devs know it's something you'd like to see: <URL> /DF,@757185 Got it! Check out the official idea and add your vote to let our devs know it's something you'd like to see: https://t.co/SEK4E4gi22 /DF,informational,True,2694102,2694101,Sun Nov 19 17:39:13 +0000 2017,App / Device / Technical
int_000287,conv_371572_371571,"Is anybody having problems with their <USER> mine isn't playing any music at all, and it keeps skipping through artist after artist ???","Is anybody having problems with their <USER> mine isn't playing any music at all, and it keeps skipping through artist after artist ???","<USER> Hey Chris, we're here to help! Can you let us know what device, operating system, and Spotify version you're using? /RA","@204007 Hey Chris, we're here to help! Can you let us know what device, operating system, and Spotify version you're using? /RA",clarification_request,True,371572,371571,Sun Oct 08 20:11:27 +0000 2017,Playback / Audio
int_000288,conv_679132_679131,<USER> australia,<USER> australia,<USER> Thanks. It looks like their tunes aren't available in your country due to licensing. More info about it here: <URL> Let us know if you have other questions /AY,@282052 Thanks. It looks like their tunes aren't available in your country due to licensing. More info about it here: https://t.co/MEjmIRL2eB. Let us know if you have other questions /AY,clarification_request,True,679132,679131,Thu Nov 23 07:29:18 +0000 2017,Other / Ambiguous
int_000289,conv_2780858_2780856,<USER> when will reputation be available?,<USER> when will reputation be available?,"<USER> Hey there! We’ll have it available to you as soon as it’s available to us. For now, check out the singles: <URL> /CG","@776667 Hey there! We’ll have it available to you as soon as it’s available to us. For now, check out the singles: https://t.co/3h0TnPWP0c /CG",informational,True,2780858,2780856,Tue Nov 21 15:27:40 +0000 2017,Other / Ambiguous
int_000290,conv_162244_162243,why is reputation still not on spotify it's been two weeks,why is reputation still not on spotify it's been two weeks,"<USER> Hey there! We’ll have it available to you as soon as it’s available to us. For now, check out the singles: <URL> /LP","@153459 Hey there! We’ll have it available to you as soon as it’s available to us. For now, check out the singles: https://t.co/3h0TnPWP0c /LP",informational,True,162244,162243,Fri Nov 24 15:39:37 +0000 2017,Other / Ambiguous
int_000291,conv_2376216_2376215,"Cool, <USER> randomly decides to delete all my songs. So I’m having to redownload all 847 of them, again. 🤬 <URL>","Cool, <USER> randomly decides to delete all my songs. So I’m having to redownload all 847 of them, again. 🤬 <URL>",<USER> Hey there! Check out the steps under “Downloads unexpectedly removed” at <URL> They should help with this /NS,@685390 Hey there! Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help with this /NS,informational,True,2376216,2376215,Tue Nov 14 01:51:51 +0000 2017,Playback / Audio
int_000292,conv_2957846_2957845,<USER> Works fine on iOS and Windows,<USER> Works fine on iOS and Windows,<USER> Hi Craig. Can you let us know what operating system and Spotify versions you're using? We'll take a look backstage /XF,@816411 Hi Craig. Can you let us know what operating system and Spotify versions you're using? We'll take a look backstage /XF,clarification_request,True,2957846,2957845,Wed Nov 29 18:20:05 +0000 2017,App / Device / Technical
int_000293,conv_86367_86366,<USER> great business move by having ur ads for free Spotify so unbearable u have no choice but to get premium #genious #iseeu,<USER> great business move by having ur ads for free Spotify so unbearable u have no choice but to get premium #genious #iseeu,"<USER> Hey Elaina! This is part of our Free service on mobile. There's more info about it here: <URL> In the meantime, you can check out <URL> if you haven't had a subscription before /CH","@134856 Hey Elaina! This is part of our Free service on mobile. There's more info about it here: https://t.co/UabipIXUxe. In the meantime, you can check out https://t.co/zgnxs5kPEu if you haven't had a subscription before /CH",clarification_request,True,86367,86366,Thu Nov 30 05:51:10 +0000 2017,Ads
int_000294,conv_1664969_1664968,<USER> let me fuckin listen to my music dammit <URL>,<USER> let me fuckin listen to my music dammit <URL>,<USER> Hi there! Can you let us know what exactly is happening here? We'll see what we can suggest /NY,@507349 Hi there! Can you let us know what exactly is happening here? We'll see what we can suggest /NY,clarification_request,True,1664969,1664968,Mon Nov 06 09:25:33 +0000 2017,Playback / Audio
int_000295,conv_1493510_1493512,<USER> canada :-),<USER> canada :-),<USER> 2: Hopefully we'll have it available again soon. More info here: <URL> /LO,@466815 2: Hopefully we'll have it available again soon. More info here: https://t.co/0i8GpimuDa /LO,clarification_request,True,1493510,1493512,Mon Oct 16 22:34:02 +0000 2017,Ads
int_000296,conv_1918474_1918473,"<USER> Ok, j'espéré une réponse plus rapide avec Twitter que le support. <URL>","<USER> Ok, j'espéré une réponse plus rapide avec Twitter que le support. <URL>",<USER> Hey! Can you send us the usernames or email addresses on your and the plan owner's accounts via DM? We'll take a look under the hood /RC <URL>,@571358 Hey! Can you send us the usernames or email addresses on your and the plan owner's accounts via DM? We'll take a look under the hood /RC https://t.co/ldFdZRiNAt,clarification_request,True,1918474,1918473,Thu Oct 26 13:33:04 +0000 2017,Other / Ambiguous
int_000297,conv_1199011_1199009,Do anybody know how to work <USER> I have a song up there using tunecore and I created an account but idk how to make it a artist page,Do anybody know how to work <USER> I have a song up there using tunecore and I created an account but idk how to make it a artist page,<USER> Hey! The cavalry's here. Check out: <URL> for more info 🙂 /JS,@401709 Hey! The cavalry's here. Check out: https://t.co/SpAfxjnh90 for more info 🙂 /JS,clarification_request,True,1199011,1199009,Mon Oct 16 02:25:25 +0000 2017,Account / Login / Security
int_000298,conv_2095343_2095342,"<USER> Hi, can you help me out with renewing my monthly student payment?","<USER> Hi, can you help me out with renewing my monthly student payment?",<USER> Hi Nikki! What's happening exactly? Can you send us your account's email address via DM? We'll see what we can suggest /NJ <URL>,@619024 Hi Nikki! What's happening exactly? Can you send us your account's email address via DM? We'll see what we can suggest /NJ https://t.co/ldFdZRiNAt,clarification_request,True,2095343,2095342,Tue Oct 10 14:07:34 +0000 2017,Billing / Payment
int_000299,conv_2322469_2322467,<USER> Hi I have two years of free Spotify premium with my Vodafone contract and for some reason today it's not premium and the two years haven't run out?,<USER> Hi I have two years of free Spotify premium with my Vodafone contract and for some reason today it's not premium and the two years haven't run out?,<USER> We've just sent you a bit more info over DM. We'll carry on helping out there /NG,@672968 We've just sent you a bit more info over DM. We'll carry on helping out there /NG,clarification_request,True,2322469,2322467,Mon Nov 13 12:58:05 +0000 2017,Premium / Subscription
int_000300,conv_1124450_1124449,<USER> Hi I'm paying for premium but the premium service has stopped,<USER> Hi I'm paying for premium but the premium service has stopped,<USER> Hi! We've just sent you a bit more info over DM. We'll carry on helping out there /CO,@385145 Hi! We've just sent you a bit more info over DM. We'll carry on helping out there /CO,clarification_request,True,1124450,1124449,Sat Oct 14 09:05:47 +0000 2017,Premium / Subscription
int_000301,conv_2395948_2395945,"<USER> Hi, guys! I was wondering if there is a Mini-player on Spotify's Desktop App on Windows 10 and I'm just to blind to find it? Thx!","<USER> Hi, guys! I was wondering if there is a Mini-player on Spotify's Desktop App on Windows 10 and I'm just to blind to find it? Thx!","<USER> Hey! It's not possible for now, but you can support the idea by adding your vote at <URL> /CB","@689697 Hey! It's not possible for now, but you can support the idea by adding your vote at https://t.co/gauPI6VAPw /CB",informational,True,2395948,2395945,Tue Nov 14 11:03:53 +0000 2017,App / Device / Technical
int_000302,conv_1660940_1660938,why does my Spotify randomly stop shuffling songs. <USER> jeeez.,why does my Spotify randomly stop shuffling songs. <USER> jeeez.,"<USER> Hey! Help's here. What device, operating system, and Spotify version are you running? We'll see what we can suggest /RA","@506657 Hey! Help's here. What device, operating system, and Spotify version are you running? We'll see what we can suggest /RA",clarification_request,True,1660940,1660938,Mon Nov 06 05:43:29 +0000 2017,Playback / Audio
int_000303,conv_1764106_1764104,why is there a limit to my library <USER>; please explain,why is there a limit to my library <USER>; please explain,<USER> Hi there! There's currently a 10k limit in Your Music (Songs + Albums + Artists). More info here: <URL> /PB,@530695 Hi there! There's currently a 10k limit in Your Music (Songs + Albums + Artists). More info here: https://t.co/59ABtm5Ftl /PB,clarification_request,True,1764106,1764104,Tue Nov 07 20:20:18 +0000 2017,Playlist / Library
int_000304,conv_1023317_1023316,"Why doesn't <USER> give you the ability to thumbs up or thumbs down ""discover weekly"" playlist songs? Would be nice.","Why doesn't <USER> give you the ability to thumbs up or thumbs down ""discover weekly"" playlist songs? Would be nice.","<USER> Hi Todd! We're afraid this isn't possible right now, but you can show your support for the idea here: <URL> /AU","@176490 Hi Todd! We're afraid this isn't possible right now, but you can show your support for the idea here: https://t.co/llJeAWnvFA /AU",informational,True,1023317,1023316,Thu Oct 12 15:41:03 +0000 2017,Playback / Audio
int_000305,conv_79460_568919,<USER> What is minimum subscription term after and can it be stopped after this period?,<USER> What is minimum subscription term after and can it be stopped after this period?,"<USER> Hey there! No worries, if you successfully sign up for this offer, you can cancel anytime by heading to <URL> You'll then be on Premium until the time you've paid for ends. Hope that helps /NQ","@253483 Hey there! No worries, if you successfully sign up for this offer, you can cancel anytime by heading to https://t.co/Q1zNbUXR4q. You'll then be on Premium until the time you've paid for ends. Hope that helps /NQ",informational,True,79460,568919,Sat Dec 02 21:02:40 +0000 2017,Premium / Subscription
int_000306,conv_2306933_2306932,Is <USER> ‘s reputation album coming to <USER> soon?,Is <USER> ‘s reputation album coming to <USER> soon?,"<USER> Hi! Taylor Swift's 'Reputation' isn't available to stream just yet – stay tuned! For now, check out the singles: <URL> /AR","@669234 Hi! Taylor Swift's 'Reputation' isn't available to stream just yet – stay tuned! For now, check out the singles: https://t.co/3h0TnPWP0c /AR",informational,True,2306933,2306932,Sun Nov 12 22:43:18 +0000 2017,Content Availability
int_000307,conv_609614_609613,"<USER> ""suggested songs"" feature is incredibly annoying - I make my playlists exactly how I want them. Please add option to turn off!","<USER> ""suggested songs"" feature is incredibly annoying - I make my playlists exactly how I want them. Please add option to turn off!",<USER> 2: playlists or check out the 30-day Premium trial at <URL> if you haven't had Premium before /MC,@264921 2: playlists or check out the 30-day Premium trial at https://t.co/08kG2GBNp5 if you haven't had Premium before /MC,informational,True,609614,609613,Wed Oct 04 14:56:09 +0000 2017,Playback / Audio
int_000308,conv_2110131_2110130,i really can’t stand that <USER> <USER> stopped making certain playlists shuffle-able 🙄,i really can’t stand that <USER> <USER> stopped making certain playlists shuffle-able 🙄,"<USER> Hey, that doesn't sound right. Can you let us know the device, operating system, and Spotify version you're using? We'll check backstage /JE","@278542 Hey, that doesn't sound right. Can you let us know the device, operating system, and Spotify version you're using? We'll check backstage /JE",clarification_request,True,2110131,2110130,Wed Nov 08 15:15:16 +0000 2017,Playback / Audio
int_000309,conv_280591_280590,<USER> why don't you work on my wifi traveling to work? And your app isn't given me the option to upgrade to premium.. my data is low,<USER> why don't you work on my wifi traveling to work? And your app isn't given me the option to upgrade to premium.. my data is low,<USER> 1: Hey Sophie! Can you let us know your device's make/model and the versions of its OS and the Spotify app? We'll see what we can do to help,@182850 1: Hey Sophie! Can you let us know your device's make/model and the versions of its OS and the Spotify app? We'll see what we can do to help,clarification_request,True,280591,280590,Mon Sep 25 07:41:45 +0000 2017,Premium / Subscription
int_000310,conv_2353942_2353941,<USER> whERE IS WANNA ONE’S NEWEST ALBUM,<USER> whERE IS WANNA ONE’S NEWEST ALBUM,"<USER> Hi there, help's here! Can you let us know what country your Spotify account is set to? We'll check it out /WW","@680152 Hi there, help's here! Can you let us know what country your Spotify account is set to? We'll check it out /WW",clarification_request,True,2353942,2353941,Mon Nov 13 17:07:04 +0000 2017,Content Availability
int_000311,conv_272247_272249,<USER> I have local files that I want to play on Sp and They won't sync to my mobile device.,<USER> I have local files that I want to play on Sp and They won't sync to my mobile device.,<USER> Can you try reinstalling the app on both your devices? Just follow the steps at <URL> Keep us posted /RH,@180971 Can you try reinstalling the app on both your devices? Just follow the steps at https://t.co/EqisDMwZAT. Keep us posted /RH,troubleshooting,True,272247,272249,Fri Oct 06 03:22:26 +0000 2017,Playback / Audio
int_000312,conv_211402_211401,"<USER> I have already payed but my status is free, what can I do","<USER> I have already payed but my status is free, what can I do",<USER> We've just sent you a bit more info over DM. We'll carry on helping out there 🙂 /AU,@166081 We've just sent you a bit more info over DM. We'll carry on helping out there 🙂 /AU,clarification_request,True,211402,211401,Wed Oct 04 19:16:22 +0000 2017,Ads
int_000313,conv_468345_541676,"<USER> High school students use Spotify a lot, I feel like Spotify should offer a deal for any student that is either in high school or college!!!!!","<USER> High school students use Spotify a lot, I feel like Spotify should offer a deal for any student that is either in high school or college!!!!!","<USER> Hi there. We appreciate your feedback on this, and we'll be sure to pass it on to the right folks. In the meantime, you can check out other offers such as the Family plan at <URL> Let us know if we can help with anything else /LM","@245692 Hi there. We appreciate your feedback on this, and we'll be sure to pass it on to the right folks. In the meantime, you can check out other offers such as the Family plan at https://t.co/LESfq9LesY. Let us know if we can help with anything else /LM",informational,True,468345,541676,Sat Dec 02 05:18:28 +0000 2017,Billing / Payment
int_000314,conv_1203987_1203986,<USER> I can't access my account because it seems to have vanished entirely. How can I contact spotify for help besides twitter?,<USER> I can't access my account because it seems to have vanished entirely. How can I contact spotify for help besides twitter?,"<USER> Hey Vincent! We can help via Twitter, but you can reach out to our Email team at <URL> /FR","@402830 Hey Vincent! We can help via Twitter, but you can reach out to our Email team at https://t.co/ZgU70TbP8M /FR",informational,True,1203987,1203986,Sun Oct 15 15:17:41 +0000 2017,Account / Login / Security
int_000315,conv_174614_174613,<USER> just a suggestion: cam you let non-premium members at least finish every song on an album before any other songs play? It's kinda annoying when i want to binge an album. :(,<USER> just a suggestion: cam you let non-premium members at least finish every song on an album before any other songs play? It's kinda annoying when i want to binge an album. :(,"<USER> Hi Rayne, we hear you! Right now, Suggested Tracks can pop up at any point if you're on Free, but we'll pass your feedback on. If you haven't tried Premium, check out our new, exciting deals at <URL> 🎁 /TK","@156946 Hi Rayne, we hear you! Right now, Suggested Tracks can pop up at any point if you're on Free, but we'll pass your feedback on. If you haven't tried Premium, check out our new, exciting deals at https://t.co/08kG2GBNp5 🎁 /TK",informational,True,174614,174613,Fri Nov 24 22:56:08 +0000 2017,Playback / Audio
int_000316,conv_2802526_2802525,"<USER> Hello, my account got hacked recently. Could you please send a reply/help too ""__email__"" thank you!","<USER> Hello, my account got hacked recently. Could you please send a reply/help too ""__email__"" thank you!","<USER> Hey Allan! We'd suggest deleting your tweet as it contains your email address. Also, check out <URL> for what to do next /NS","@781772 Hey Allan! We'd suggest deleting your tweet as it contains your email address. Also, check out https://t.co/QHn3ok8y2n for what to do next /NS",informational,True,2802526,2802525,Wed Nov 22 00:18:26 +0000 2017,Account / Login / Security
int_000317,conv_1159717_1159716,<USER> How do I get Spotify to work in the command center after the new iOS update?,<USER> How do I get Spotify to work in the command center after the new iOS update?,"<USER> Hey! Can you let us know what's happening exactly? The make &amp; model of your device, iOS, and app versions you're using would also help /LP","@392822 Hey! Can you let us know what's happening exactly? The make &amp; model of your device, iOS, and app versions you're using would also help /LP",clarification_request,True,1159717,1159716,Tue Oct 24 15:13:46 +0000 2017,App / Device / Technical
int_000318,conv_153785_153784,<USER> any chance you can make a standalone podcast app? Or have features like stop playing after X minutes or when the podcast ends?,<USER> any chance you can make a standalone podcast app? Or have features like stop playing after X minutes or when the podcast ends?,"<USER> Hey Kal, we can see how that’d be useful! You can vote for the official idea here: <URL> Stay awesome 😁 /MX","@151209 Hey Kal, we can see how that’d be useful! You can vote for the official idea here: https://t.co/iQadmEYxvs. Stay awesome 😁 /MX",informational,True,153785,153784,Fri Nov 24 13:17:24 +0000 2017,Playback / Audio
int_000319,conv_77718_77720,<USER> I have solved the problem. Spotify Artists would not work with Safari browser - works fine with Google Chome....,<USER> I have solved the problem. Spotify Artists would not work with Safari browser - works fine with Google Chome....,<USER> Great to hear it! We've just replied to your DM with a little more info. We'll carry on chatting there /K,@133322 Great to hear it! We've just replied to your DM with a little more info. We'll carry on chatting there /K,clarification_request,True,77718,77720,Thu Nov 30 13:54:05 +0000 2017,Content Availability
int_000320,conv_1036093_1036092,"<USER> If I already have a premium account, can I just switch to a Student account?","<USER> If I already have a premium account, can I just switch to a Student account?","<USER> Yes, you can. Once you've signed up successfully, you'll be charged at the discounted price on your next renewal date /NQ","@365077 Yes, you can. Once you've signed up successfully, you'll be charged at the discounted price on your next renewal date /NQ",informational,True,1036093,1036092,Mon Oct 23 01:37:50 +0000 2017,Account / Login / Security
int_000321,conv_2376224_2376222,<USER> How do i disable the album artwork on the lock screen of my android phone. There used to be an option in app that does not seem exist anymore.,<USER> How do i disable the album artwork on the lock screen of my android phone. There used to be an option in app that does not seem exist anymore.,"<USER> Hey Mark! Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /LO","@685394 Hey Mark! Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /LO",clarification_request,True,2376224,2376222,Tue Nov 14 01:47:05 +0000 2017,App / Device / Technical
int_000322,conv_1500591_1500590,<USER> can u put <USER> 's first album on Spotify please,<USER> can u put <USER> 's first album on Spotify please,"<USER> Hi there, we're here to lend a hand. Can you let us know the title of the album that you're looking for? We'll check things out /AK","@468393 Hi there, we're here to lend a hand. Can you let us know the title of the album that you're looking for? We'll check things out /AK",clarification_request,True,1500591,1500590,Mon Oct 16 22:17:40 +0000 2017,Content Availability
int_000323,conv_837859_837858,"<USER> Student discount? 4.99! now, #Hulu? SIGN ME UP! but i feel that Student discount should be opened to high schoolers! #seniorStudent","<USER> Student discount? 4.99! now, #Hulu? SIGN ME UP! but i feel that Student discount should be opened to high schoolers! #seniorStudent","<USER> 2: now, you can head to <URL> to show your support to the official idea /MG","@319386 2: now, you can head to https://t.co/B79Dww7rFK to show your support to the official idea /MG",informational,True,837859,837858,Mon Oct 09 04:46:45 +0000 2017,Billing / Payment
int_000324,conv_1270526_1270524,can someone make me a spotify playlist pls ill love u forever,can someone make me a spotify playlist pls ill love u forever,<USER> Hey there! Can you let us know the artists or genres you're in to right now? We'll see what we can whip up for you 🙂 /LP,@415516 Hey there! Can you let us know the artists or genres you're in to right now? We'll see what we can whip up for you 🙂 /LP,clarification_request,True,1270526,1270524,Thu Oct 26 14:11:15 +0000 2017,Playback / Audio
int_000325,conv_23271_677091,"<USER> cool that existing subscribers don’t get a deal, a real great job all round folks","<USER> cool that existing subscribers don’t get a deal, a real great job all round folks",<USER> Hey! We're sorry to hear you feel that way. You can check out other deals like the student discount (<URL> or Premium for Family to get a better rate for Premium (<URL> /JL,@281531 Hey! We're sorry to hear you feel that way. You can check out other deals like the student discount (https://t.co/anKs5CbHuB) or Premium for Family to get a better rate for Premium (https://t.co/IHblzM5Bnn) /JL,informational,True,23271,677091,Thu Nov 23 04:11:16 +0000 2017,Premium / Subscription
int_000326,conv_2027893_2027892,"I'm active military. I pay for premium.. after 30 days out to sea, I lose all songs.. this has happened 3 times on this deployment. <USER>","I'm active military. I pay for premium.. after 30 days out to sea, I lose all songs.. this has happened 3 times on this deployment. <USER>","<USER> Hey, that doesn't sound right. Can you send us your account's email address or username via DM? We'll take a look backstage /JE <URL>","@517034 Hey, that doesn't sound right. Can you send us your account's email address or username via DM? We'll take a look backstage /JE https://t.co/ldFdZRiNAt",clarification_request,True,2027893,2027892,Mon Nov 06 18:31:07 +0000 2017,Premium / Subscription
int_000327,conv_842553_842551,"<USER> It happens in Windows 10, in my Samsung Galaxy and in Mac iOS. Same message ""this song is not available"".","<USER> It happens in Windows 10, in my Samsung Galaxy and in Mac iOS. Same message ""this song is not available"".",<USER> Got it. Can you try logging out and back in again? You can also try restarting your devices to see if that helps /MA,@320399 Got it. Can you try logging out and back in again? You can also try restarting your devices to see if that helps /MA,informational,True,842553,842551,Fri Oct 20 13:44:40 +0000 2017,App / Device / Technical
int_000328,conv_513057_513055,<USER> volume dropped to below half as a result of changing streaming from another device to phone. How do I get it back?,<USER> volume dropped to below half as a result of changing streaming from another device to phone. How do I get it back?,"<USER> Hey Doug. What devices, operating systems, and Spotify versions is this happening on? We'll see what we can suggest /AY","@238041 Hey Doug. What devices, operating systems, and Spotify versions is this happening on? We'll see what we can suggest /AY",clarification_request,True,513057,513055,Fri Dec 01 11:15:48 +0000 2017,Playback / Audio
int_000329,conv_1749853_1749852,WHY DOESN'T SPOTIFY HAVE AN OPTION TO ORGANIZE SONGS BY GENRE IM MAD <USER>,WHY DOESN'T SPOTIFY HAVE AN OPTION TO ORGANIZE SONGS BY GENRE IM MAD <USER>,<USER> Hey Madi! We can see how that’d be useful. You can vote for the official idea here: <URL> 🙂 /KL,@527378 Hey Madi! We can see how that’d be useful. You can vote for the official idea here: https://t.co/xE4AE83rYJ 🙂 /KL,informational,True,1749853,1749852,Tue Nov 07 17:33:02 +0000 2017,Playback / Audio
int_000330,conv_1828726_1828725,Idk what technology <USER> uses when you put your playlist on shuffle but I can tell you 45% of the time my music does not shuffle 😑😐😐,Idk what technology <USER> uses when you put your playlist on shuffle but I can tell you 45% of the time my music does not shuffle 😑😐😐,"<USER> Hey! What device, operating system, and Spotify version are you on? By any chance, are you listening on shuffle via Spotify Connect? /AY","@548808 Hey! What device, operating system, and Spotify version are you on? By any chance, are you listening on shuffle via Spotify Connect? /AY",clarification_request,True,1828726,1828725,Tue Oct 17 12:53:38 +0000 2017,Playback / Audio
int_000331,conv_1669164_1741180,"<USER> <USER> <USER> for me Change up, Without You and Flower i cant download","<USER> <USER> <USER> for me Change up, Without You and Flower i cant download","<USER> Hey! What device, operating system, and Spotify version are you using? We'll see what we can suggest /CB","@525306 Hey! What device, operating system, and Spotify version are you using? We'll see what we can suggest /CB",clarification_request,True,1669164,1741180,Tue Nov 07 15:13:08 +0000 2017,Playback / Audio
int_000332,conv_1640519_1640518,<USER> I renewed my student membership and it charged me double what it should have and I don’t have access to Hulu! What’s going on?,<USER> I renewed my student membership and it charged me double what it should have and I don’t have access to Hulu! What’s going on?,<USER> Hi there! We've just sent you a bit more info over DM. We'll carry on helping out there /MT,@501541 Hi there! We've just sent you a bit more info over DM. We'll carry on helping out there /MT,clarification_request,True,1640519,1640518,Sun Nov 05 20:23:59 +0000 2017,Billing / Payment
int_000333,conv_2720085_2720084,<USER> Can you please answer my DM? Thanks,<USER> Can you please answer my DM? Thanks,<USER> Hey Nurt! We've just sent you a bit more info over DM. We'll carry on helping out there /RS,@763276 Hey Nurt! We've just sent you a bit more info over DM. We'll carry on helping out there /RS,clarification_request,True,2720085,2720084,Mon Nov 20 08:33:02 +0000 2017,Other / Ambiguous
int_000334,conv_2246013_2246014,<USER> It doesn’t make a difference,<USER> It doesn’t make a difference,"<USER> 2: Also, we don't have any more info on this right now, but we'll make sure your comments are passed on to the right folks /MT","@654597 2: Also, we don't have any more info on this right now, but we'll make sure your comments are passed on to the right folks /MT",clarification_request,True,2246013,2246014,Sat Nov 11 00:45:36 +0000 2017,Other / Ambiguous
int_000335,conv_2954678_2954676,"<USER> My current phone contract includes Spotify premium &amp; is due to finish next month so I’m looking for a better mobile deal. Once it’s cancelled, can I re-enable my Spotify subscription directly w/ you and, if so, will my playlists remain intact? Thanks.","<USER> My current phone contract includes Spotify premium &amp; is due to finish next month so I’m looking for a better mobile deal. Once it’s cancelled, can I re-enable my Spotify subscription directly w/ you and, if so, will my playlists remain intact? Thanks.","<USER> Hey there, not to worry! You can absolutely subscribe directly through Spotify, just head here to get started: <URL> Your playlists will remain intact for you as well. Hope this helps /JX","@815710 Hey there, not to worry! You can absolutely subscribe directly through Spotify, just head here to get started: https://t.co/WB5TSxRfDe. Your playlists will remain intact for you as well. Hope this helps /JX",informational,True,2954678,2954676,Wed Nov 29 18:10:45 +0000 2017,Premium / Subscription
int_000336,conv_2537562_2537561,"<USER> Sharing to Facebook from iPad is not working. After hitting share, a 90's looking window appears but the post is empty.","<USER> Sharing to Facebook from iPad is not working. After hitting share, a 90's looking window appears but the post is empty.","<USER> Hi Dani! Help's here. Can you let us know the model and iOS version of your iPad, along with the Spotify app version? Also, it'd be great if you could send a screenshot of the sharing options that you're seeing. We'll take a closer look /MU","@415209 Hi Dani! Help's here. Can you let us know the model and iOS version of your iPad, along with the Spotify app version? Also, it'd be great if you could send a screenshot of the sharing options that you're seeing. We'll take a closer look /MU",clarification_request,True,2537562,2537561,Thu Nov 16 08:48:45 +0000 2017,App / Device / Technical
int_000337,conv_973769_973768,<USER> I've private messaged you about a serious issue can you please get back to me. You're posting like 1 min ago to other ppl,<USER> I've private messaged you about a serious issue can you please get back to me. You're posting like 1 min ago to other ppl,<USER> Hi! We've just sent you a bit more info over DM. We'll carry on helping out there /RA,@350931 Hi! We've just sent you a bit more info over DM. We'll carry on helping out there /RA,clarification_request,True,973769,973768,Sat Oct 14 04:49:18 +0000 2017,Other / Ambiguous
int_000338,conv_1230468_1230466,<USER> You need to change the logo/icon for browser bookmarks to be more visible over a black background. Green logo or white lines?,<USER> You need to change the logo/icon for browser bookmarks to be more visible over a black background. Green logo or white lines?,<USER> Hey Ryan. Hope you don't mind if we ask for more info. What browser are you using? A screenshot of it would be cool too /QI,@408594 Hey Ryan. Hope you don't mind if we ask for more info. What browser are you using? A screenshot of it would be cool too /QI,clarification_request,True,1230468,1230466,Wed Oct 25 19:40:36 +0000 2017,Other / Ambiguous
int_000339,conv_83719_2929239,<USER> How?,<USER> How?,"<USER> Hi there! To sign up for the offer, just visit <URL> We'd recommend using a credit card, debit card, or PayPal as your payment method. Hope that helps /NQ","@810353 Hi there! To sign up for the offer, just visit https://t.co/k4M4Rau9Gq. We'd recommend using a credit card, debit card, or PayPal as your payment method. Hope that helps /NQ",informational,True,83719,2929239,Wed Nov 29 03:55:42 +0000 2017,Other / Ambiguous
int_000340,conv_2828387_2828385,<USER> (cont) instead it’s matching the next song.,<USER> (cont) instead it’s matching the next song.,<USER> Hey! Can you let us know the device you're using and the versions of iOS and Spotify you're on? We'll see what we can suggest /AY,@787726 Hey! Can you let us know the device you're using and the versions of iOS and Spotify you're on? We'll see what we can suggest /AY,clarification_request,True,2828387,2828385,Mon Nov 27 00:00:19 +0000 2017,Playback / Audio
int_000341,conv_1062551_1062547,<USER> Why does the music cut out every once in a while? I have 150mb internet speed and no firewall. Laptop is only 1 year old.,<USER> Why does the music cut out every once in a while? I have 150mb internet speed and no firewall. Laptop is only 1 year old.,<USER> Hey there! Can you try reinstalling the app using the steps here: <URL> Let us know how it plays out /LM,@370891 Hey there! Can you try reinstalling the app using the steps here: https://t.co/EqisDMwZAT? Let us know how it plays out /LM,troubleshooting,True,1062551,1062547,Sat Oct 14 21:45:17 +0000 2017,Playback / Audio
